3,331902178,1.092611909e+00,-9.597023010e+00,1.695121646e+00
3,331902188,1.092251062e+00,-9.599362373e+00,1.682080388e+00
3,331902198,1.091865182e+00,-9.601668358e+00,1.669077158e+00
3,331902208,1.091453075e+00,-9.603986740e+00,1.656028867e+00
3,331902218,1.091007829e+00,-9.606265068e+00,1.643017411e+00
3,331902228,1.093239665e+00,-9.607382774e+00,1.635002971e+00
3,331902238,1.097196579e+00,-9.608361244e+00,1.626584768e+00
3,331902248,1.102730751e+00,-9.609392166e+00,1.616658449e+00
3,331902258,1.110425711e+00,-9.610195160e+00,1.606611013e+00
3,331902268,1.120545626e+00,-9.610669136e+00,1.596754313e+00
3,331902278,1.133352637e+00,-9.610869408e+00,1.586474895e+00
3,331902288,1.148713708e+00,-9.610921860e+00,1.575041652e+00
3,331902298,1.166203856e+00,-9.610877037e+00,1.562445760e+00
3,331902308,1.185331464e+00,-9.610793114e+00,1.548484445e+00
3,331902318,1.205728292e+00,-9.610578537e+00,1.534021020e+00
3,331902328,1.227262020e+00,-9.610233307e+00,1.518950939e+00
3,331902338,1.249449492e+00,-9.609872818e+00,1.503160596e+00
3,331902348,1.271941185e+00,-9.609286308e+00,1.487913966e+00
3,331902358,1.294375181e+00,-9.608426094e+00,1.474098802e+00
3,331902368,1.316521049e+00,-9.607171059e+00,1.462567329e+00
3,331902378,1.338134527e+00,-9.605538368e+00,1.453701854e+00
3,331902388,1.359620094e+00,-9.603430748e+00,1.447666645e+00
3,331902398,1.380690217e+00,-9.600763321e+00,1.445409298e+00
3,331902408,1.401180625e+00,-9.597862244e+00,1.444899559e+00
3,331902418,1.420600414e+00,-9.594799995e+00,1.446346283e+00
3,331902428,1.438624859e+00,-9.591664314e+00,1.449321508e+00
3,331902438,1.454877496e+00,-9.588599205e+00,1.453327775e+00
3,331902448,1.469886065e+00,-9.585573196e+00,1.458207965e+00
3,331902462,1.484637499e+00,-9.582443237e+00,1.463855028e+00
3,331902472,1.499232888e+00,-9.579165459e+00,1.470336795e+00
3,331902482,1.514134288e+00,-9.575675964e+00,1.477815151e+00
3,331902492,1.529093266e+00,-9.571919441e+00,1.486691117e+00
3,331902502,1.544515252e+00,-9.567876816e+00,1.496777058e+00
3,331902512,1.560892224e+00,-9.563528061e+00,1.507606506e+00
3,331902522,1.578587770e+00,-9.558744431e+00,1.519398570e+00
3,331902532,1.597277999e+00,-9.553685188e+00,1.531666040e+00
3,331902542,1.616990447e+00,-9.548351288e+00,1.544160128e+00
3,331902552,1.638038158e+00,-9.542741776e+00,1.556584120e+00
3,331902562,1.661305904e+00,-9.536880493e+00,1.567840934e+00
3,331902572,1.685688734e+00,-9.530944824e+00,1.577828050e+00
