6,285211067,5.532431602e-02,-7.449281216e-02,1.261062622e-01
6,285211077,5.895781517e-02,-1.507595778e-01,1.420450211e-01
6,285211087,6.274843216e-02,-2.268843651e-01,1.586399078e-01
6,285211097,6.670784950e-02,-3.028519154e-01,1.758909225e-01
6,285211107,7.082104683e-02,-3.786716461e-01,1.937990189e-01
6,285211117,5.438327789e-02,-3.758320808e-01,1.893320084e-01
6,285211127,4.220509529e-02,-3.763074875e-01,1.866302490e-01
6,285211137,3.007698059e-02,-3.801960945e-01,1.847324371e-01
6,285211147,1.460218430e-02,-3.876516819e-01,1.829071045e-01
6,285211157,-4.799365997e-03,-3.992335796e-01,1.811761856e-01
6,285211167,-1.438188553e-02,-4.117007256e-01,1.818981171e-01
6,285211177,-8.659839630e-03,-4.213142395e-01,1.854095459e-01
6,285211187,6.814241409e-03,-4.286048412e-01,1.905937195e-01
6,285211197,2.585029602e-02,-4.361639023e-01,1.966896057e-01
6,285211207,4.523015022e-02,-4.408414364e-01,2.022371292e-01
6,285211217,6.544375420e-02,-4.380350113e-01,2.062664032e-01
6,285211227,7.977914810e-02,-4.281706810e-01,2.073097229e-01
6,285211237,8.636808395e-02,-4.072034359e-01,2.039880753e-01
6,285211247,8.712172508e-02,-3.649103642e-01,1.944913864e-01
6,285211257,9.610843658e-02,-2.870810032e-01,1.793279648e-01
6,285211267,1.407091618e-01,-1.753555536e-01,1.663055420e-01
6,285211277,2.291328907e-01,-4.820764065e-02,1.627016068e-01
6,285211287,3.439028263e-01,7.152676582e-02,1.698493958e-01
6,285211297,3.604217529e+00,-9.919270515e+00,-8.352539063e+00
6,285211307,2.651257992e+00,-8.659085274e+00,-8.525292397e+00
6,285211317,1.585191488e+00,-8.176069260e+00,-8.805517197e+00
6,285211327,9.557400942e-01,-8.034466743e+00,-8.420410156e+00
6,285211337,1.673256040e+00,-7.858411789e+00,-8.055472374e+00
6,285211350,3.535692215e+00,-7.027244091e+00,-9.978493690e+00
6,285211360,5.113396168e+00,-6.067046642e+00,-1.205276012e+01
6,285211370,5.931038857e+00,-5.515192986e+00,-1.466962814e+01
6,285211380,5.713982105e+00,-6.149656773e+00,-1.633684731e+01
6,285211390,4.309909344e+00,-9.073879242e+00,-1.244448948e+01
6,285211400,1.688247204e+00,-1.154925537e+01,-8.326770782e+00
6,285211410,-6.266732216e-01,-1.308562565e+01,-1.191399479e+01
6,285211420,-1.001111507e+00,-1.320981026e+01,-1.652751160e+01
6,285211430,7.712399960e-01,-1.153824902e+01,-1.669144058e+01
6,285211440,1.965441942e+00,-1.003822803e+01,-1.692162895e+01
6,285211450,2.994671106e+00,-9.735931396e+00,-1.267090988e+01
6,285211460,3.130359650e+00,-9.380340576e+00,-7.439864635e+00
6,285211470,2.970292807e+00,-9.243676186e+00,-7.573647976e+00
6,285211480,1.760419250e+00,-9.377902031e+00,-9.334408760e+00
6,285211490,5.464906693e-01,-1.007093620e+01,-1.079643250e+01
6,285211500,1.927399635e-02,-1.161876488e+01,-1.275663090e+01
6,285211510,-9.873676300e-02,-1.417740250e+01,-1.550415039e+01
6,285211520,8.997943401e-01,-1.767985535e+01,-1.733737755e+01
6,285211530,2.715599060e+00,-2.127373505e+01,-1.827766418e+01
6,285211540,3.964719057e+00,-2.302050781e+01,-1.780121803e+01
