-9.710654554379997805e+00,9.577110333460000291e+00
-9.756861319519998688e+00,9.056468508230000936e+00
-9.803776474030000188e+00,9.806611623629999386e+00
1.519931218873497092e-08,4.514135415105135252e+01
3.021977745986438488e-08,5.054883611511181840e+01
6.063933918806865468e-12,3.241062189535457350e+01
5.753768543215789224e-05,9.430121263950178445e+01
1.941993166858941156e-06,9.519682254513166697e+01
2.651012017393637385e-02,9.616963153672345754e+01
-9.955048996580044829e-01,9.999899500273101705e-01
-9.995378027259501641e-01,9.969692763090381993e-01
-9.999862071689716858e-01,9.991493051890364407e-01
-7.624270196065329186e-01,7.396081525977905580e-01
-1.399562522969000078e+00,9.432858919680200405e-01
-5.610949960605999820e-01,4.661329420949000268e-01
2.518712027943262270e-07,7.674161356837303494e+00
2.107493361667730098e-07,6.880237724581925285e+00
2.119154512726959809e-07,3.521473758336652438e+00
3.403594030545687907e-07,7.744156388245969858e+00
3.393390461138611865e-07,6.888810419307709765e+00
2.488486308583859035e-07,3.565695794759089932e+00
-9.664420719337789567e-01,9.624577441477358830e-01
-8.952410271136312936e-01,9.667028235814143500e-01
-9.663765500569015954e-01,9.698365494655105667e-01
-8.879591400636499543e+00,1.071679341783999995e+01
-1.747586328864769811e+01,5.002180094710000802e+00
-1.873884086554999939e+01,7.404543901556499996e+00
9.471713238393158390e-05,1.358650973785403551e+02
9.112932814955000097e-05,2.768542954308953767e+02
7.532350672547985125e-05,1.689484994325818548e+02
9.771292267490182997e-05,1.951235373158489779e+02
9.532104871792794378e-05,4.855088309587987396e+02
1.001041831518161034e-04,3.524960868332468635e+02
-9.899715556624120172e-01,9.998407135960057923e-01
-9.781229341986354964e-01,9.899070755747422234e-01
-9.641856261607446577e-01,9.851525073122665566e-01
