2,287244167,-3.381673574e+00,4.656320214e-01,1.173395753e+00
2,287244180,-3.381673574e+00,4.656320214e-01,1.173395753e+00
2,287244190,-3.381673574e+00,4.656320214e-01,1.173395753e+00
2,287244200,-3.381673574e+00,4.656320214e-01,1.173395753e+00
2,287244210,-2.410398006e+00,-8.184067011e-01,1.015181661e+00
2,287244220,-2.734156370e+00,-1.067487001e-01,1.164232850e+00
2,287244230,-2.924746513e+00,7.221954465e-01,1.060385704e+00
2,287244240,-2.951013565e+00,1.066723466e+00,8.447502851e-01
2,287244250,-2.878320694e+00,1.077108145e+00,7.231881022e-01
2,287244260,-2.712776184e+00,1.196226835e+00,7.549530864e-01
2,287244270,-2.514245033e+00,1.471116185e+00,8.459720016e-01
2,287244280,-2.273564100e+00,1.675145268e+00,8.814021945e-01
2,287244290,-2.018222332e+00,1.733177423e+00,7.952702045e-01
2,287244300,-1.850234509e+00,1.523650646e+00,6.749297380e-01
2,287244310,-1.563738704e+00,1.380097270e+00,5.423719883e-01
2,287244320,-1.255862594e+00,1.519985437e+00,5.344307423e-01
2,287244330,-8.948412538e-01,1.739286065e+00,5.332090259e-01
2,287244340,-5.460371971e-01,1.950034618e+00,5.142721534e-01
2,287244350,-2.705369592e-01,2.075262070e+00,4.617377818e-01
2,287244360,-6.467536092e-02,2.008066893e+00,3.639993370e-01
2,287244370,1.356884390e-01,1.843744040e+00,2.699260712e-01
2,287244380,3.531564772e-01,1.617723942e+00,1.874592751e-01
2,287244390,5.773440003e-01,1.347721457e+00,1.172097698e-01
2,287244400,7.862599492e-01,1.103986263e+00,8.361218125e-02
2,287244410,1.015334368e+00,8.743008971e-01,6.406449527e-02
2,287244420,1.301830173e+00,6.036875844e-01,1.397354249e-02
2,287244431,1.618258357e+00,2.994766831e-01,-7.704538107e-02
2,287244441,1.903532505e+00,4.657847434e-02,-1.674534380e-01
2,287244451,2.108172417e+00,-1.122464910e-01,-2.205987126e-01
2,287244461,2.175367594e+00,-5.955935922e-03,-2.499202490e-01
2,287244471,2.101452827e+00,1.094975919e-01,-1.747838110e-01
